key	value
ItzamKanAhkII	Itzam Kan Ahk II
LiBai	Li Bai
EmperorShomu	Emperor Shomu
YazidIII	Yazid III
Dao-xuan	Dao-xuan
Jafaral-Sadiq	Jafar al-Sadiq
OnakatominoKiyomaro	Onakatomi no Kiyomaro
Kusaila	Kusaila
ShimaofKalingga	Shima of Kalingga
Kahina	Kahina
IsidoreofSeville	Isidore of Seville
JustinianII	Justinian II
ConstansII	Constans II
Samo	Samo
Bori_Shad	Bori Shad
Ashina_Jiesheshuai	Ashina Jiesheshuai
Qibi_Heli	Qibi Heli
Tonyukuk	Tonyukuk
Jayadevi	Jayadevi
Sri_Jayanasa	Sri Jayanasa
Wukong	Wukong
Amoghavajra	Amoghavajra
Subhakarasimha	Subhakarasimha
Vajrabodhi	Vajrabodhi
Yijing	Yijing
Brahmagupta	Brahmagupta
Abe_no_Nakamaro	Abe no Nakamaro
OnoNoImoko	Ono No Imoko
SuikoTenno	Suiko Tenno
ShotokuTaishi	Shotoku Taishi
Wonhyo	Wonhyo
Hyecho	Hyecho
Uisang	Uisang
Jang_Bogo	Jang Bogo
Kim_Yu-sin	Kim Yu-sin
Kukai	Kukai
Gyoki	Gyoki
Saicho	Saicho
Jianzhen	Jianzhen
Xuanzang	Xuanzang
BjarniHerjolfsson	Bjarni Herjolfsson
GunnbjornUlfsson	Gunnbjorn Ulfsson
Snaebjorngalti	Snaebjorn galti
ThorfinnKarlsefni	Thorfinn Karlsefni
ThorvaldEiriksson	Thorvald Eiriksson
LeifErikson	Leif Erikson
EriktheRed	Erik the Red
